超鲜葱油蛤蜊,蛤蜊,小葱,生姜,大蒜头,,,,,,,,,,
蛤蜊炖蛋,蛤蜊,鸡蛋,小葱,生姜,,,,,,,,,,
蛤蜊饭,蛤蜊,小葱,大米,,,,,,,,,,,
上汤螺丝,螺丝,腊肉,青椒,生姜,小米椒,彩椒,大蒜头,,,,,,,
爆炒螺丝,螺丝,小葱,青椒,生姜,大蒜头,,,,,,,,,
香辣螺丝,螺丝,小葱,八角,干辣椒,生姜,大蒜头,,,,,,,,
爆炒鱿鱼圈,鱿鱼,洋葱,柿子椒,,,,,,,,,,,
卤鱿鱼,鱿鱼,生姜,八角,香叶,,,,,,,,,,
双椒炒鱿鱼卷,鱿鱼,青椒,洋葱,小米椒,小葱,彩椒,生姜,大蒜头,,,,,,
砂锅目鱼仔,目鱼仔,生姜,大葱,红葱头,尖椒,干辣椒,大蒜头,,,,,,,
爆炒目鱼仔,目鱼仔,生姜,青椒,大蒜头,,,,,,,,,,
香辣目鱼仔,目鱼仔,青椒,生姜,彩椒,大蒜头,,,,,,,,,
凉拌海带,湿海带,指天椒,小葱,生姜,大蒜头,,,,,,,,,
清炒海带,湿海带,小葱,大蒜头,,,,,,,,,,,
蛤蜊海带豆腐汤,湿海带,老豆腐,蛤蜊,小葱,生姜,,,,,,,,,
干锅香辣鸡翅,鸡全翅,土豆,青椒,培根,,,,,,,,,,
白灼斑节虾,斑节虾,生姜,小葱,,,,,,,,,,,
豉油斑节虾,斑节虾,大蒜头,生姜,小葱,,,,,,,,,,
清蒸皮皮虾,虾姑（皮皮虾）,小葱,生姜,,,,,,,,,,,
清炒鸡纵菌,鸡枞菌,青椒,大蒜头,,,,,,,,,,,
糖醋脆皮豆腐,老豆腐,小葱,芝麻,,,,,,,,,,,
家常豆腐,老豆腐,胡萝卜,木耳,青椒,干辣椒,生姜,,,,,,,,
火爆肥肠,大肠,青椒,干辣椒,彩椒,洋葱,生姜,大蒜头,花椒,,,,,,
干锅肥肠,大肠,青椒,黄瓜,胡萝卜,小葱,胡萝卜,大蒜头,生姜,花椒,干辣椒,莴笋,,,
青椒肉丝,青椒,里脊肉,生姜,大蒜头,,,,,,,,,,
青椒素炒杏鲍菇,青椒,杏鲍菇,大蒜头,,,,,,,,,,,
青椒炒蛋,青椒,鸡蛋,芝麻,,,,,,,,,,,
玉米炒肉末,玉米,番茄,五花肉,大蒜头,小葱,,,,,,,,,
奶香玉米汁,玉米,牛奶,,,,,,,,,,,,
番茄土豆玉米排骨汤,玉米,番茄,土豆,小排,,,,,,,,,,
爽口拌木耳,木耳,大蒜头,干辣椒,小葱,,,,,,,,,,
木耳炒鸡蛋,木耳,鸡蛋,胡萝卜,生姜,大蒜头,,,,,,,,,
山药炒木耳,木耳,山药,青椒,小葱,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
